"Return","Risk","Sharpe","1","2","3","4","5","6","7","8","9","10"
0.00147736678236549,0.0155645274663996,0.0898197331090454,0.0598250594518874,0.0369133126883562,0.037861844800879,0.00516852520466267,0.10213136709587,0.213901869397806,0.121119435125182,0.0504696415110605,0.30979955312251,0.062809391601787
