"date","series_id","value","realtime_start","realtime_end"
2020-09-21,"DTB3",0.1,2026-03-11,2026-03-11
2020-09-22,"DTB3",0.1,2026-03-11,2026-03-11
2020-09-23,"DTB3",0.11,2026-03-11,2026-03-11
2020-09-24,"DTB3",0.1,2026-03-11,2026-03-11
2020-09-25,"DTB3",0.1,2026-03-11,2026-03-11
2020-09-28,"DTB3",0.11,2026-03-11,2026-03-11
2020-09-29,"DTB3",0.09,2026-03-11,2026-03-11
2020-09-30,"DTB3",0.1,2026-03-11,2026-03-11
2020-10-01,"DTB3",0.09,2026-03-11,2026-03-11
2020-10-02,"DTB3",0.09,2026-03-11,2026-03-11
2020-10-05,"DTB3",0.1,2026-03-11,2026-03-11
2020-10-06,"DTB3",0.1,2026-03-11,2026-03-11
2020-10-07,"DTB3",0.1,2026-03-11,2026-03-11
2020-10-08,"DTB3",0.09,2026-03-11,2026-03-11
2020-10-09,"DTB3",0.1,2026-03-11,2026-03-11
2020-10-12,"DTB3",NA,2026-03-11,2026-03-11
2020-10-13,"DTB3",0.11,2026-03-11,2026-03-11
2020-10-14,"DTB3",0.12,2026-03-11,2026-03-11
2020-10-15,"DTB3",0.11,2026-03-11,2026-03-11
2020-10-16,"DTB3",0.11,2026-03-11,2026-03-11
2020-10-19,"DTB3",0.11,2026-03-11,2026-03-11
2020-10-20,"DTB3",0.1,2026-03-11,2026-03-11
2020-10-21,"DTB3",0.1,2026-03-11,2026-03-11
2020-10-22,"DTB3",0.09,2026-03-11,2026-03-11
2020-10-23,"DTB3",0.1,2026-03-11,2026-03-11
2020-10-26,"DTB3",0.11,2026-03-11,2026-03-11
2020-10-27,"DTB3",0.1,2026-03-11,2026-03-11
2020-10-28,"DTB3",0.1,2026-03-11,2026-03-11
2020-10-29,"DTB3",0.09,2026-03-11,2026-03-11
2020-10-30,"DTB3",0.09,2026-03-11,2026-03-11
2020-11-02,"DTB3",0.09,2026-03-11,2026-03-11
2020-11-03,"DTB3",0.1,2026-03-11,2026-03-11
2020-11-04,"DTB3",0.1,2026-03-11,2026-03-11
2020-11-05,"DTB3",0.1,2026-03-11,2026-03-11
2020-11-06,"DTB3",0.1,2026-03-11,2026-03-11
2020-11-09,"DTB3",0.11,2026-03-11,2026-03-11
2020-11-10,"DTB3",0.1,2026-03-11,2026-03-11
2020-11-11,"DTB3",NA,2026-03-11,2026-03-11
2020-11-12,"DTB3",0.1,2026-03-11,2026-03-11
2020-11-13,"DTB3",0.09,2026-03-11,2026-03-11
2020-11-16,"DTB3",0.09,2026-03-11,2026-03-11
2020-11-17,"DTB3",0.09,2026-03-11,2026-03-11
2020-11-18,"DTB3",0.09,2026-03-11,2026-03-11
2020-11-19,"DTB3",0.07,2026-03-11,2026-03-11
2020-11-20,"DTB3",0.07,2026-03-11,2026-03-11
2020-11-23,"DTB3",0.08,2026-03-11,2026-03-11
2020-11-24,"DTB3",0.09,2026-03-11,2026-03-11
2020-11-25,"DTB3",0.09,2026-03-11,2026-03-11
2020-11-26,"DTB3",NA,2026-03-11,2026-03-11
2020-11-27,"DTB3",0.09,2026-03-11,2026-03-11
2020-11-30,"DTB3",0.08,2026-03-11,2026-03-11
2020-12-01,"DTB3",0.09,2026-03-11,2026-03-11
2020-12-02,"DTB3",0.09,2026-03-11,2026-03-11
2020-12-03,"DTB3",0.08,2026-03-11,2026-03-11
2020-12-04,"DTB3",0.09,2026-03-11,2026-03-11
2020-12-07,"DTB3",0.08,2026-03-11,2026-03-11
2020-12-08,"DTB3",0.09,2026-03-11,2026-03-11
2020-12-09,"DTB3",0.08,2026-03-11,2026-03-11
2020-12-10,"DTB3",0.08,2026-03-11,2026-03-11
2020-12-11,"DTB3",0.08,2026-03-11,2026-03-11
2020-12-14,"DTB3",0.09,2026-03-11,2026-03-11
2020-12-15,"DTB3",0.08,2026-03-11,2026-03-11
2020-12-16,"DTB3",0.09,2026-03-11,2026-03-11
2020-12-17,"DTB3",0.08,2026-03-11,2026-03-11
2020-12-18,"DTB3",0.08,2026-03-11,2026-03-11
2020-12-21,"DTB3",0.09,2026-03-11,2026-03-11
2020-12-22,"DTB3",0.09,2026-03-11,2026-03-11
2020-12-23,"DTB3",0.09,2026-03-11,2026-03-11
2020-12-24,"DTB3",0.09,2026-03-11,2026-03-11
2020-12-25,"DTB3",NA,2026-03-11,2026-03-11
2020-12-28,"DTB3",0.11,2026-03-11,2026-03-11
2020-12-29,"DTB3",0.1,2026-03-11,2026-03-11
2020-12-30,"DTB3",0.08,2026-03-11,2026-03-11
2020-12-31,"DTB3",0.09,2026-03-11,2026-03-11
2021-01-01,"DTB3",NA,2026-03-11,2026-03-11
2021-01-04,"DTB3",0.09,2026-03-11,2026-03-11
2021-01-05,"DTB3",0.09,2026-03-11,2026-03-11
2021-01-06,"DTB3",0.09,2026-03-11,2026-03-11
2021-01-07,"DTB3",0.09,2026-03-11,2026-03-11
2021-01-08,"DTB3",0.08,2026-03-11,2026-03-11
2021-01-11,"DTB3",0.08,2026-03-11,2026-03-11
2021-01-12,"DTB3",0.09,2026-03-11,2026-03-11
2021-01-13,"DTB3",0.09,2026-03-11,2026-03-11
2021-01-14,"DTB3",0.09,2026-03-11,2026-03-11
2021-01-15,"DTB3",0.09,2026-03-11,2026-03-11
2021-01-18,"DTB3",NA,2026-03-11,2026-03-11
2021-01-19,"DTB3",0.09,2026-03-11,2026-03-11
2021-01-20,"DTB3",0.08,2026-03-11,2026-03-11
2021-01-21,"DTB3",0.09,2026-03-11,2026-03-11
2021-01-22,"DTB3",0.08,2026-03-11,2026-03-11
2021-01-25,"DTB3",0.09,2026-03-11,2026-03-11
2021-01-26,"DTB3",0.07,2026-03-11,2026-03-11
2021-01-27,"DTB3",0.08,2026-03-11,2026-03-11
2021-01-28,"DTB3",0.07,2026-03-11,2026-03-11
2021-01-29,"DTB3",0.06,2026-03-11,2026-03-11
2021-02-01,"DTB3",0.07,2026-03-11,2026-03-11
2021-02-02,"DTB3",0.07,2026-03-11,2026-03-11
2021-02-03,"DTB3",0.04,2026-03-11,2026-03-11
2021-02-04,"DTB3",0.04,2026-03-11,2026-03-11
2021-02-05,"DTB3",0.03,2026-03-11,2026-03-11
2021-02-08,"DTB3",0.05,2026-03-11,2026-03-11
2021-02-09,"DTB3",0.04,2026-03-11,2026-03-11
2021-02-10,"DTB3",0.05,2026-03-11,2026-03-11
2021-02-11,"DTB3",0.05,2026-03-11,2026-03-11
2021-02-12,"DTB3",0.04,2026-03-11,2026-03-11
2021-02-15,"DTB3",NA,2026-03-11,2026-03-11
2021-02-16,"DTB3",0.04,2026-03-11,2026-03-11
2021-02-17,"DTB3",0.04,2026-03-11,2026-03-11
2021-02-18,"DTB3",0.03,2026-03-11,2026-03-11
2021-02-19,"DTB3",0.04,2026-03-11,2026-03-11
2021-02-22,"DTB3",0.03,2026-03-11,2026-03-11
2021-02-23,"DTB3",0.04,2026-03-11,2026-03-11
2021-02-24,"DTB3",0.03,2026-03-11,2026-03-11
2021-02-25,"DTB3",0.04,2026-03-11,2026-03-11
2021-02-26,"DTB3",0.04,2026-03-11,2026-03-11
2021-03-01,"DTB3",0.05,2026-03-11,2026-03-11
2021-03-02,"DTB3",0.04,2026-03-11,2026-03-11
2021-03-03,"DTB3",0.05,2026-03-11,2026-03-11
2021-03-04,"DTB3",0.04,2026-03-11,2026-03-11
2021-03-05,"DTB3",0.04,2026-03-11,2026-03-11
2021-03-08,"DTB3",0.05,2026-03-11,2026-03-11
2021-03-09,"DTB3",0.05,2026-03-11,2026-03-11
2021-03-10,"DTB3",0.04,2026-03-11,2026-03-11
2021-03-11,"DTB3",0.04,2026-03-11,2026-03-11
2021-03-12,"DTB3",0.04,2026-03-11,2026-03-11
2021-03-15,"DTB3",0.04,2026-03-11,2026-03-11
2021-03-16,"DTB3",0.02,2026-03-11,2026-03-11
2021-03-17,"DTB3",0.02,2026-03-11,2026-03-11
2021-03-18,"DTB3",0.01,2026-03-11,2026-03-11
2021-03-19,"DTB3",0.01,2026-03-11,2026-03-11
2021-03-22,"DTB3",0.03,2026-03-11,2026-03-11
2021-03-23,"DTB3",0.01,2026-03-11,2026-03-11
2021-03-24,"DTB3",0.02,2026-03-11,2026-03-11
2021-03-25,"DTB3",0.02,2026-03-11,2026-03-11
2021-03-26,"DTB3",0.02,2026-03-11,2026-03-11
2021-03-29,"DTB3",0.03,2026-03-11,2026-03-11
2021-03-30,"DTB3",0.02,2026-03-11,2026-03-11
2021-03-31,"DTB3",0.03,2026-03-11,2026-03-11
2021-04-01,"DTB3",0.02,2026-03-11,2026-03-11
2021-04-02,"DTB3",0.02,2026-03-11,2026-03-11
2021-04-05,"DTB3",0.03,2026-03-11,2026-03-11
2021-04-06,"DTB3",0.02,2026-03-11,2026-03-11
2021-04-07,"DTB3",0.02,2026-03-11,2026-03-11
2021-04-08,"DTB3",0.01,2026-03-11,2026-03-11
2021-04-09,"DTB3",0.02,2026-03-11,2026-03-11
2021-04-12,"DTB3",0.02,2026-03-11,2026-03-11
2021-04-13,"DTB3",0.03,2026-03-11,2026-03-11
2021-04-14,"DTB3",0.02,2026-03-11,2026-03-11
2021-04-15,"DTB3",0.02,2026-03-11,2026-03-11
2021-04-16,"DTB3",0.02,2026-03-11,2026-03-11
2021-04-19,"DTB3",0.02,2026-03-11,2026-03-11
2021-04-20,"DTB3",0.03,2026-03-11,2026-03-11
2021-04-21,"DTB3",0.03,2026-03-11,2026-03-11
2021-04-22,"DTB3",0.03,2026-03-11,2026-03-11
2021-04-23,"DTB3",0.03,2026-03-11,2026-03-11
2021-04-26,"DTB3",0.03,2026-03-11,2026-03-11
2021-04-27,"DTB3",0.01,2026-03-11,2026-03-11
2021-04-28,"DTB3",0.01,2026-03-11,2026-03-11
2021-04-29,"DTB3",0.01,2026-03-11,2026-03-11
2021-04-30,"DTB3",0.01,2026-03-11,2026-03-11
2021-05-03,"DTB3",0.04,2026-03-11,2026-03-11
2021-05-04,"DTB3",0.02,2026-03-11,2026-03-11
2021-05-05,"DTB3",0.02,2026-03-11,2026-03-11
2021-05-06,"DTB3",0.02,2026-03-11,2026-03-11
2021-05-07,"DTB3",0.02,2026-03-11,2026-03-11
2021-05-10,"DTB3",0.02,2026-03-11,2026-03-11
2021-05-11,"DTB3",0.01,2026-03-11,2026-03-11
2021-05-12,"DTB3",0.02,2026-03-11,2026-03-11
2021-05-13,"DTB3",0.02,2026-03-11,2026-03-11
2021-05-14,"DTB3",0.01,2026-03-11,2026-03-11
2021-05-17,"DTB3",0.02,2026-03-11,2026-03-11
2021-05-18,"DTB3",0.02,2026-03-11,2026-03-11
2021-05-19,"DTB3",0.01,2026-03-11,2026-03-11
2021-05-20,"DTB3",0.01,2026-03-11,2026-03-11
2021-05-21,"DTB3",0.01,2026-03-11,2026-03-11
2021-05-24,"DTB3",0.02,2026-03-11,2026-03-11
2021-05-25,"DTB3",0.02,2026-03-11,2026-03-11
2021-05-26,"DTB3",0.02,2026-03-11,2026-03-11
2021-05-27,"DTB3",0.02,2026-03-11,2026-03-11
2021-05-28,"DTB3",0.01,2026-03-11,2026-03-11
2021-05-31,"DTB3",NA,2026-03-11,2026-03-11
2021-06-01,"DTB3",0.02,2026-03-11,2026-03-11
2021-06-02,"DTB3",0.02,2026-03-11,2026-03-11
2021-06-03,"DTB3",0.02,2026-03-11,2026-03-11
2021-06-04,"DTB3",0.02,2026-03-11,2026-03-11
2021-06-07,"DTB3",0.02,2026-03-11,2026-03-11
2021-06-08,"DTB3",0.02,2026-03-11,2026-03-11
2021-06-09,"DTB3",0.03,2026-03-11,2026-03-11
2021-06-10,"DTB3",0.03,2026-03-11,2026-03-11
2021-06-11,"DTB3",0.03,2026-03-11,2026-03-11
2021-06-14,"DTB3",0.03,2026-03-11,2026-03-11
2021-06-15,"DTB3",0.03,2026-03-11,2026-03-11
2021-06-16,"DTB3",0.04,2026-03-11,2026-03-11
2021-06-17,"DTB3",0.04,2026-03-11,2026-03-11
2021-06-18,"DTB3",0.05,2026-03-11,2026-03-11
2021-06-21,"DTB3",0.05,2026-03-11,2026-03-11
2021-06-22,"DTB3",0.04,2026-03-11,2026-03-11
2021-06-23,"DTB3",0.05,2026-03-11,2026-03-11
2021-06-24,"DTB3",0.05,2026-03-11,2026-03-11
2021-06-25,"DTB3",0.06,2026-03-11,2026-03-11
2021-06-28,"DTB3",0.05,2026-03-11,2026-03-11
2021-06-29,"DTB3",0.04,2026-03-11,2026-03-11
2021-06-30,"DTB3",0.05,2026-03-11,2026-03-11
2021-07-01,"DTB3",0.05,2026-03-11,2026-03-11
2021-07-02,"DTB3",0.05,2026-03-11,2026-03-11
2021-07-05,"DTB3",NA,2026-03-11,2026-03-11
2021-07-06,"DTB3",0.05,2026-03-11,2026-03-11
2021-07-07,"DTB3",0.05,2026-03-11,2026-03-11
2021-07-08,"DTB3",0.06,2026-03-11,2026-03-11
2021-07-09,"DTB3",0.06,2026-03-11,2026-03-11
2021-07-12,"DTB3",0.05,2026-03-11,2026-03-11
2021-07-13,"DTB3",0.05,2026-03-11,2026-03-11
2021-07-14,"DTB3",0.06,2026-03-11,2026-03-11
2021-07-15,"DTB3",0.05,2026-03-11,2026-03-11
2021-07-16,"DTB3",0.05,2026-03-11,2026-03-11
2021-07-19,"DTB3",0.05,2026-03-11,2026-03-11
2021-07-20,"DTB3",0.05,2026-03-11,2026-03-11
2021-07-21,"DTB3",0.05,2026-03-11,2026-03-11
2021-07-22,"DTB3",0.05,2026-03-11,2026-03-11
2021-07-23,"DTB3",0.05,2026-03-11,2026-03-11
2021-07-26,"DTB3",0.05,2026-03-11,2026-03-11
2021-07-27,"DTB3",0.05,2026-03-11,2026-03-11
2021-07-28,"DTB3",0.05,2026-03-11,2026-03-11
2021-07-29,"DTB3",0.06,2026-03-11,2026-03-11
2021-07-30,"DTB3",0.06,2026-03-11,2026-03-11
2021-08-02,"DTB3",0.05,2026-03-11,2026-03-11
2021-08-03,"DTB3",0.05,2026-03-11,2026-03-11
2021-08-04,"DTB3",0.05,2026-03-11,2026-03-11
2021-08-05,"DTB3",0.05,2026-03-11,2026-03-11
2021-08-06,"DTB3",0.06,2026-03-11,2026-03-11
2021-08-09,"DTB3",0.06,2026-03-11,2026-03-11
2021-08-10,"DTB3",0.05,2026-03-11,2026-03-11
2021-08-11,"DTB3",0.05,2026-03-11,2026-03-11
2021-08-12,"DTB3",0.06,2026-03-11,2026-03-11
2021-08-13,"DTB3",0.06,2026-03-11,2026-03-11
2021-08-16,"DTB3",0.06,2026-03-11,2026-03-11
2021-08-17,"DTB3",0.07,2026-03-11,2026-03-11
2021-08-18,"DTB3",0.07,2026-03-11,2026-03-11
2021-08-19,"DTB3",0.06,2026-03-11,2026-03-11
2021-08-20,"DTB3",0.05,2026-03-11,2026-03-11
2021-08-23,"DTB3",0.05,2026-03-11,2026-03-11
2021-08-24,"DTB3",0.05,2026-03-11,2026-03-11
2021-08-25,"DTB3",0.06,2026-03-11,2026-03-11
2021-08-26,"DTB3",0.05,2026-03-11,2026-03-11
2021-08-27,"DTB3",0.05,2026-03-11,2026-03-11
2021-08-30,"DTB3",0.05,2026-03-11,2026-03-11
2021-08-31,"DTB3",0.04,2026-03-11,2026-03-11
2021-09-01,"DTB3",0.05,2026-03-11,2026-03-11
2021-09-02,"DTB3",0.05,2026-03-11,2026-03-11
2021-09-03,"DTB3",0.05,2026-03-11,2026-03-11
2021-09-06,"DTB3",NA,2026-03-11,2026-03-11
2021-09-07,"DTB3",0.05,2026-03-11,2026-03-11
2021-09-08,"DTB3",0.05,2026-03-11,2026-03-11
2021-09-09,"DTB3",0.04,2026-03-11,2026-03-11
2021-09-10,"DTB3",0.05,2026-03-11,2026-03-11
2021-09-13,"DTB3",0.06,2026-03-11,2026-03-11
2021-09-14,"DTB3",0.04,2026-03-11,2026-03-11
2021-09-15,"DTB3",0.04,2026-03-11,2026-03-11
2021-09-16,"DTB3",0.04,2026-03-11,2026-03-11
2021-09-17,"DTB3",0.04,2026-03-11,2026-03-11
2021-09-20,"DTB3",0.04,2026-03-11,2026-03-11
2021-09-21,"DTB3",0.03,2026-03-11,2026-03-11
2021-09-22,"DTB3",0.03,2026-03-11,2026-03-11
2021-09-23,"DTB3",0.03,2026-03-11,2026-03-11
2021-09-24,"DTB3",0.03,2026-03-11,2026-03-11
2021-09-27,"DTB3",0.04,2026-03-11,2026-03-11
2021-09-28,"DTB3",0.04,2026-03-11,2026-03-11
2021-09-29,"DTB3",0.04,2026-03-11,2026-03-11
2021-09-30,"DTB3",0.04,2026-03-11,2026-03-11
2021-10-01,"DTB3",0.04,2026-03-11,2026-03-11
2021-10-04,"DTB3",0.04,2026-03-11,2026-03-11
2021-10-05,"DTB3",0.04,2026-03-11,2026-03-11
2021-10-06,"DTB3",0.04,2026-03-11,2026-03-11
2021-10-07,"DTB3",0.05,2026-03-11,2026-03-11
2021-10-08,"DTB3",0.05,2026-03-11,2026-03-11
2021-10-11,"DTB3",NA,2026-03-11,2026-03-11
2021-10-12,"DTB3",0.06,2026-03-11,2026-03-11
2021-10-13,"DTB3",0.05,2026-03-11,2026-03-11
2021-10-14,"DTB3",0.05,2026-03-11,2026-03-11
2021-10-15,"DTB3",0.05,2026-03-11,2026-03-11
2021-10-18,"DTB3",0.06,2026-03-11,2026-03-11
2021-10-19,"DTB3",0.05,2026-03-11,2026-03-11
2021-10-20,"DTB3",0.05,2026-03-11,2026-03-11
2021-10-21,"DTB3",0.06,2026-03-11,2026-03-11
2021-10-22,"DTB3",0.06,2026-03-11,2026-03-11
2021-10-25,"DTB3",0.06,2026-03-11,2026-03-11
2021-10-26,"DTB3",0.06,2026-03-11,2026-03-11
2021-10-27,"DTB3",0.06,2026-03-11,2026-03-11
2021-10-28,"DTB3",0.06,2026-03-11,2026-03-11
2021-10-29,"DTB3",0.05,2026-03-11,2026-03-11
2021-11-01,"DTB3",0.05,2026-03-11,2026-03-11
2021-11-02,"DTB3",0.05,2026-03-11,2026-03-11
2021-11-03,"DTB3",0.05,2026-03-11,2026-03-11
2021-11-04,"DTB3",0.04,2026-03-11,2026-03-11
2021-11-05,"DTB3",0.05,2026-03-11,2026-03-11
2021-11-08,"DTB3",0.06,2026-03-11,2026-03-11
2021-11-09,"DTB3",0.04,2026-03-11,2026-03-11
2021-11-10,"DTB3",0.05,2026-03-11,2026-03-11
2021-11-11,"DTB3",NA,2026-03-11,2026-03-11
2021-11-12,"DTB3",0.05,2026-03-11,2026-03-11
2021-11-15,"DTB3",0.05,2026-03-11,2026-03-11
2021-11-16,"DTB3",0.05,2026-03-11,2026-03-11
2021-11-17,"DTB3",0.05,2026-03-11,2026-03-11
2021-11-18,"DTB3",0.05,2026-03-11,2026-03-11
2021-11-19,"DTB3",0.05,2026-03-11,2026-03-11
2021-11-22,"DTB3",0.05,2026-03-11,2026-03-11
2021-11-23,"DTB3",0.06,2026-03-11,2026-03-11
2021-11-24,"DTB3",0.06,2026-03-11,2026-03-11
2021-11-25,"DTB3",NA,2026-03-11,2026-03-11
2021-11-26,"DTB3",0.06,2026-03-11,2026-03-11
2021-11-29,"DTB3",0.06,2026-03-11,2026-03-11
2021-11-30,"DTB3",0.05,2026-03-11,2026-03-11
2021-12-01,"DTB3",0.06,2026-03-11,2026-03-11
2021-12-02,"DTB3",0.05,2026-03-11,2026-03-11
2021-12-03,"DTB3",0.06,2026-03-11,2026-03-11
2021-12-06,"DTB3",0.06,2026-03-11,2026-03-11
2021-12-07,"DTB3",0.06,2026-03-11,2026-03-11
2021-12-08,"DTB3",0.07,2026-03-11,2026-03-11
2021-12-09,"DTB3",0.06,2026-03-11,2026-03-11
2021-12-10,"DTB3",0.06,2026-03-11,2026-03-11
2021-12-13,"DTB3",0.05,2026-03-11,2026-03-11
2021-12-14,"DTB3",0.05,2026-03-11,2026-03-11
2021-12-15,"DTB3",0.06,2026-03-11,2026-03-11
2021-12-16,"DTB3",0.05,2026-03-11,2026-03-11
2021-12-17,"DTB3",0.05,2026-03-11,2026-03-11
2021-12-20,"DTB3",0.07,2026-03-11,2026-03-11
2021-12-21,"DTB3",0.07,2026-03-11,2026-03-11
2021-12-22,"DTB3",0.08,2026-03-11,2026-03-11
2021-12-23,"DTB3",0.08,2026-03-11,2026-03-11
2021-12-24,"DTB3",NA,2026-03-11,2026-03-11
2021-12-27,"DTB3",0.06,2026-03-11,2026-03-11
2021-12-28,"DTB3",0.06,2026-03-11,2026-03-11
2021-12-29,"DTB3",0.05,2026-03-11,2026-03-11
2021-12-30,"DTB3",0.05,2026-03-11,2026-03-11
2021-12-31,"DTB3",0.06,2026-03-11,2026-03-11
2022-01-03,"DTB3",0.09,2026-03-11,2026-03-11
2022-01-04,"DTB3",0.08,2026-03-11,2026-03-11
2022-01-05,"DTB3",0.09,2026-03-11,2026-03-11
2022-01-06,"DTB3",0.1,2026-03-11,2026-03-11
2022-01-07,"DTB3",0.1,2026-03-11,2026-03-11
2022-01-10,"DTB3",0.13,2026-03-11,2026-03-11
2022-01-11,"DTB3",0.12,2026-03-11,2026-03-11
2022-01-12,"DTB3",0.12,2026-03-11,2026-03-11
2022-01-13,"DTB3",0.12,2026-03-11,2026-03-11
2022-01-14,"DTB3",0.13,2026-03-11,2026-03-11
2022-01-17,"DTB3",NA,2026-03-11,2026-03-11
2022-01-18,"DTB3",0.17,2026-03-11,2026-03-11
2022-01-19,"DTB3",0.17,2026-03-11,2026-03-11
2022-01-20,"DTB3",0.18,2026-03-11,2026-03-11
2022-01-21,"DTB3",0.17,2026-03-11,2026-03-11
2022-01-24,"DTB3",0.2,2026-03-11,2026-03-11
2022-01-25,"DTB3",0.2,2026-03-11,2026-03-11
2022-01-26,"DTB3",0.19,2026-03-11,2026-03-11
2022-01-27,"DTB3",0.2,2026-03-11,2026-03-11
2022-01-28,"DTB3",0.19,2026-03-11,2026-03-11
2022-01-31,"DTB3",0.24,2026-03-11,2026-03-11
2022-02-01,"DTB3",0.2,2026-03-11,2026-03-11
2022-02-02,"DTB3",0.2,2026-03-11,2026-03-11
2022-02-03,"DTB3",0.21,2026-03-11,2026-03-11
2022-02-04,"DTB3",0.23,2026-03-11,2026-03-11
2022-02-07,"DTB3",0.28,2026-03-11,2026-03-11
2022-02-08,"DTB3",0.27,2026-03-11,2026-03-11
2022-02-09,"DTB3",0.27,2026-03-11,2026-03-11
2022-02-10,"DTB3",0.41,2026-03-11,2026-03-11
2022-02-11,"DTB3",0.37,2026-03-11,2026-03-11
2022-02-14,"DTB3",0.45,2026-03-11,2026-03-11
2022-02-15,"DTB3",0.41,2026-03-11,2026-03-11
2022-02-16,"DTB3",0.39,2026-03-11,2026-03-11
2022-02-17,"DTB3",0.37,2026-03-11,2026-03-11
2022-02-18,"DTB3",0.35,2026-03-11,2026-03-11
2022-02-21,"DTB3",NA,2026-03-11,2026-03-11
2022-02-22,"DTB3",0.39,2026-03-11,2026-03-11
2022-02-23,"DTB3",0.36,2026-03-11,2026-03-11
2022-02-24,"DTB3",0.33,2026-03-11,2026-03-11
2022-02-25,"DTB3",0.33,2026-03-11,2026-03-11
2022-02-28,"DTB3",0.37,2026-03-11,2026-03-11
2022-03-01,"DTB3",0.32,2026-03-11,2026-03-11
2022-03-02,"DTB3",0.33,2026-03-11,2026-03-11
2022-03-03,"DTB3",0.37,2026-03-11,2026-03-11
2022-03-04,"DTB3",0.33,2026-03-11,2026-03-11
2022-03-07,"DTB3",0.38,2026-03-11,2026-03-11
2022-03-08,"DTB3",0.36,2026-03-11,2026-03-11
2022-03-09,"DTB3",0.38,2026-03-11,2026-03-11
2022-03-10,"DTB3",0.38,2026-03-11,2026-03-11
2022-03-11,"DTB3",0.39,2026-03-11,2026-03-11
2022-03-14,"DTB3",0.45,2026-03-11,2026-03-11
2022-03-15,"DTB3",0.46,2026-03-11,2026-03-11
2022-03-16,"DTB3",0.43,2026-03-11,2026-03-11
2022-03-17,"DTB3",0.4,2026-03-11,2026-03-11
2022-03-18,"DTB3",0.41,2026-03-11,2026-03-11
2022-03-21,"DTB3",0.55,2026-03-11,2026-03-11
2022-03-22,"DTB3",0.51,2026-03-11,2026-03-11
2022-03-23,"DTB3",0.5,2026-03-11,2026-03-11
2022-03-24,"DTB3",0.5,2026-03-11,2026-03-11
2022-03-25,"DTB3",0.53,2026-03-11,2026-03-11
2022-03-28,"DTB3",0.6,2026-03-11,2026-03-11
2022-03-29,"DTB3",0.56,2026-03-11,2026-03-11
2022-03-30,"DTB3",0.55,2026-03-11,2026-03-11
2022-03-31,"DTB3",0.51,2026-03-11,2026-03-11
2022-04-01,"DTB3",0.52,2026-03-11,2026-03-11
2022-04-04,"DTB3",0.67,2026-03-11,2026-03-11
2022-04-05,"DTB3",0.65,2026-03-11,2026-03-11
2022-04-06,"DTB3",0.67,2026-03-11,2026-03-11
2022-04-07,"DTB3",0.68,2026-03-11,2026-03-11
2022-04-08,"DTB3",0.69,2026-03-11,2026-03-11
2022-04-11,"DTB3",0.78,2026-03-11,2026-03-11
2022-04-12,"DTB3",0.74,2026-03-11,2026-03-11
2022-04-13,"DTB3",0.75,2026-03-11,2026-03-11
2022-04-14,"DTB3",0.78,2026-03-11,2026-03-11
2022-04-15,"DTB3",NA,2026-03-11,2026-03-11
2022-04-18,"DTB3",0.82,2026-03-11,2026-03-11
2022-04-19,"DTB3",0.82,2026-03-11,2026-03-11
2022-04-20,"DTB3",0.82,2026-03-11,2026-03-11
2022-04-21,"DTB3",0.82,2026-03-11,2026-03-11
2022-04-22,"DTB3",0.82,2026-03-11,2026-03-11
2022-04-25,"DTB3",0.93,2026-03-11,2026-03-11
2022-04-26,"DTB3",0.84,2026-03-11,2026-03-11
2022-04-27,"DTB3",0.82,2026-03-11,2026-03-11
2022-04-28,"DTB3",0.81,2026-03-11,2026-03-11
2022-04-29,"DTB3",0.83,2026-03-11,2026-03-11
2022-05-02,"DTB3",0.9,2026-03-11,2026-03-11
2022-05-03,"DTB3",0.9,2026-03-11,2026-03-11
2022-05-04,"DTB3",0.88,2026-03-11,2026-03-11
2022-05-05,"DTB3",0.84,2026-03-11,2026-03-11
2022-05-06,"DTB3",0.84,2026-03-11,2026-03-11
2022-05-09,"DTB3",0.92,2026-03-11,2026-03-11
2022-05-10,"DTB3",0.89,2026-03-11,2026-03-11
2022-05-11,"DTB3",0.9,2026-03-11,2026-03-11
2022-05-12,"DTB3",0.95,2026-03-11,2026-03-11
2022-05-13,"DTB3",1.01,2026-03-11,2026-03-11
2022-05-16,"DTB3",1.07,2026-03-11,2026-03-11
2022-05-17,"DTB3",1.06,2026-03-11,2026-03-11
2022-05-18,"DTB3",1.02,2026-03-11,2026-03-11
2022-05-19,"DTB3",1.04,2026-03-11,2026-03-11
2022-05-20,"DTB3",1.01,2026-03-11,2026-03-11
2022-05-23,"DTB3",1.07,2026-03-11,2026-03-11
2022-05-24,"DTB3",1.05,2026-03-11,2026-03-11
2022-05-25,"DTB3",1.05,2026-03-11,2026-03-11
2022-05-26,"DTB3",1.06,2026-03-11,2026-03-11
2022-05-27,"DTB3",1.06,2026-03-11,2026-03-11
2022-05-30,"DTB3",NA,2026-03-11,2026-03-11
2022-05-31,"DTB3",1.13,2026-03-11,2026-03-11
2022-06-01,"DTB3",1.12,2026-03-11,2026-03-11
2022-06-02,"DTB3",1.13,2026-03-11,2026-03-11
2022-06-03,"DTB3",1.17,2026-03-11,2026-03-11
2022-06-06,"DTB3",1.23,2026-03-11,2026-03-11
2022-06-07,"DTB3",1.24,2026-03-11,2026-03-11
2022-06-08,"DTB3",1.25,2026-03-11,2026-03-11
2022-06-09,"DTB3",1.26,2026-03-11,2026-03-11
2022-06-10,"DTB3",1.34,2026-03-11,2026-03-11
2022-06-13,"DTB3",1.69,2026-03-11,2026-03-11
