"date","series_id","value","realtime_start","realtime_end"
2022-06-14,"DTB3",1.78,2026-03-11,2026-03-11
2022-06-15,"DTB3",1.69,2026-03-11,2026-03-11
2022-06-16,"DTB3",1.54,2026-03-11,2026-03-11
2022-06-17,"DTB3",1.58,2026-03-11,2026-03-11
2022-06-20,"DTB3",NA,2026-03-11,2026-03-11
2022-06-21,"DTB3",1.66,2026-03-11,2026-03-11
2022-06-22,"DTB3",1.57,2026-03-11,2026-03-11
2022-06-23,"DTB3",1.59,2026-03-11,2026-03-11
2022-06-24,"DTB3",1.66,2026-03-11,2026-03-11
2022-06-27,"DTB3",1.75,2026-03-11,2026-03-11
2022-06-28,"DTB3",1.75,2026-03-11,2026-03-11
2022-06-29,"DTB3",1.73,2026-03-11,2026-03-11
2022-06-30,"DTB3",1.66,2026-03-11,2026-03-11
2022-07-01,"DTB3",1.66,2026-03-11,2026-03-11
2022-07-04,"DTB3",NA,2026-03-11,2026-03-11
2022-07-05,"DTB3",1.86,2026-03-11,2026-03-11
2022-07-06,"DTB3",1.85,2026-03-11,2026-03-11
2022-07-07,"DTB3",1.89,2026-03-11,2026-03-11
2022-07-08,"DTB3",1.91,2026-03-11,2026-03-11
2022-07-11,"DTB3",2.13,2026-03-11,2026-03-11
2022-07-12,"DTB3",2.16,2026-03-11,2026-03-11
2022-07-13,"DTB3",2.33,2026-03-11,2026-03-11
2022-07-14,"DTB3",2.33,2026-03-11,2026-03-11
2022-07-15,"DTB3",2.29,2026-03-11,2026-03-11
2022-07-18,"DTB3",2.44,2026-03-11,2026-03-11
2022-07-19,"DTB3",2.46,2026-03-11,2026-03-11
2022-07-20,"DTB3",2.44,2026-03-11,2026-03-11
2022-07-21,"DTB3",2.4,2026-03-11,2026-03-11
2022-07-22,"DTB3",2.41,2026-03-11,2026-03-11
2022-07-25,"DTB3",2.55,2026-03-11,2026-03-11
2022-07-26,"DTB3",2.48,2026-03-11,2026-03-11
2022-07-27,"DTB3",2.37,2026-03-11,2026-03-11
2022-07-28,"DTB3",2.35,2026-03-11,2026-03-11
2022-07-29,"DTB3",2.34,2026-03-11,2026-03-11
2022-08-01,"DTB3",2.48,2026-03-11,2026-03-11
2022-08-02,"DTB3",2.48,2026-03-11,2026-03-11
2022-08-03,"DTB3",2.44,2026-03-11,2026-03-11
2022-08-04,"DTB3",2.41,2026-03-11,2026-03-11
2022-08-05,"DTB3",2.48,2026-03-11,2026-03-11
2022-08-08,"DTB3",2.57,2026-03-11,2026-03-11
2022-08-09,"DTB3",2.58,2026-03-11,2026-03-11
2022-08-10,"DTB3",2.56,2026-03-11,2026-03-11
2022-08-11,"DTB3",2.52,2026-03-11,2026-03-11
2022-08-12,"DTB3",2.53,2026-03-11,2026-03-11
2022-08-15,"DTB3",2.63,2026-03-11,2026-03-11
2022-08-16,"DTB3",2.61,2026-03-11,2026-03-11
2022-08-17,"DTB3",2.59,2026-03-11,2026-03-11
2022-08-18,"DTB3",2.61,2026-03-11,2026-03-11
2022-08-19,"DTB3",2.64,2026-03-11,2026-03-11
2022-08-22,"DTB3",2.74,2026-03-11,2026-03-11
2022-08-23,"DTB3",2.71,2026-03-11,2026-03-11
2022-08-24,"DTB3",2.73,2026-03-11,2026-03-11
2022-08-25,"DTB3",2.78,2026-03-11,2026-03-11
2022-08-26,"DTB3",2.78,2026-03-11,2026-03-11
2022-08-29,"DTB3",2.89,2026-03-11,2026-03-11
2022-08-30,"DTB3",2.88,2026-03-11,2026-03-11
2022-08-31,"DTB3",2.87,2026-03-11,2026-03-11
2022-09-01,"DTB3",2.88,2026-03-11,2026-03-11
2022-09-02,"DTB3",2.85,2026-03-11,2026-03-11
2022-09-05,"DTB3",NA,2026-03-11,2026-03-11
2022-09-06,"DTB3",2.96,2026-03-11,2026-03-11
2022-09-07,"DTB3",2.98,2026-03-11,2026-03-11
2022-09-08,"DTB3",2.97,2026-03-11,2026-03-11
2022-09-09,"DTB3",2.98,2026-03-11,2026-03-11
2022-09-12,"DTB3",3.09,2026-03-11,2026-03-11
2022-09-13,"DTB3",3.19,2026-03-11,2026-03-11
2022-09-14,"DTB3",3.14,2026-03-11,2026-03-11
2022-09-15,"DTB3",3.12,2026-03-11,2026-03-11
2022-09-16,"DTB3",3.1,2026-03-11,2026-03-11
2022-09-19,"DTB3",3.29,2026-03-11,2026-03-11
2022-09-20,"DTB3",3.26,2026-03-11,2026-03-11
2022-09-21,"DTB3",3.21,2026-03-11,2026-03-11
2022-09-22,"DTB3",3.19,2026-03-11,2026-03-11
2022-09-23,"DTB3",3.12,2026-03-11,2026-03-11
2022-09-26,"DTB3",3.3,2026-03-11,2026-03-11
2022-09-27,"DTB3",3.26,2026-03-11,2026-03-11
2022-09-28,"DTB3",3.29,2026-03-11,2026-03-11
2022-09-29,"DTB3",3.26,2026-03-11,2026-03-11
2022-09-30,"DTB3",3.22,2026-03-11,2026-03-11
2022-10-03,"DTB3",3.34,2026-03-11,2026-03-11
2022-10-04,"DTB3",3.32,2026-03-11,2026-03-11
2022-10-05,"DTB3",3.33,2026-03-11,2026-03-11
2022-10-06,"DTB3",3.32,2026-03-11,2026-03-11
2022-10-07,"DTB3",3.31,2026-03-11,2026-03-11
2022-10-10,"DTB3",NA,2026-03-11,2026-03-11
2022-10-11,"DTB3",3.53,2026-03-11,2026-03-11
2022-10-12,"DTB3",3.56,2026-03-11,2026-03-11
2022-10-13,"DTB3",3.64,2026-03-11,2026-03-11
2022-10-14,"DTB3",3.65,2026-03-11,2026-03-11
2022-10-17,"DTB3",3.82,2026-03-11,2026-03-11
2022-10-18,"DTB3",3.89,2026-03-11,2026-03-11
2022-10-19,"DTB3",3.91,2026-03-11,2026-03-11
2022-10-20,"DTB3",3.91,2026-03-11,2026-03-11
2022-10-21,"DTB3",3.9,2026-03-11,2026-03-11
2022-10-24,"DTB3",4,2026-03-11,2026-03-11
2022-10-25,"DTB3",3.97,2026-03-11,2026-03-11
2022-10-26,"DTB3",3.94,2026-03-11,2026-03-11
2022-10-27,"DTB3",3.95,2026-03-11,2026-03-11
2022-10-28,"DTB3",3.99,2026-03-11,2026-03-11
2022-10-31,"DTB3",4.06,2026-03-11,2026-03-11
2022-11-01,"DTB3",4.06,2026-03-11,2026-03-11
2022-11-02,"DTB3",4.04,2026-03-11,2026-03-11
2022-11-03,"DTB3",4.06,2026-03-11,2026-03-11
2022-11-04,"DTB3",4.02,2026-03-11,2026-03-11
2022-11-07,"DTB3",4.12,2026-03-11,2026-03-11
2022-11-08,"DTB3",4.1,2026-03-11,2026-03-11
2022-11-09,"DTB3",4.11,2026-03-11,2026-03-11
2022-11-10,"DTB3",4.09,2026-03-11,2026-03-11
2022-11-11,"DTB3",NA,2026-03-11,2026-03-11
2022-11-14,"DTB3",4.16,2026-03-11,2026-03-11
2022-11-15,"DTB3",4.14,2026-03-11,2026-03-11
2022-11-16,"DTB3",4.14,2026-03-11,2026-03-11
2022-11-17,"DTB3",4.13,2026-03-11,2026-03-11
2022-11-18,"DTB3",4.15,2026-03-11,2026-03-11
2022-11-21,"DTB3",4.23,2026-03-11,2026-03-11
2022-11-22,"DTB3",4.21,2026-03-11,2026-03-11
2022-11-23,"DTB3",4.21,2026-03-11,2026-03-11
2022-11-24,"DTB3",NA,2026-03-11,2026-03-11
2022-11-25,"DTB3",4.22,2026-03-11,2026-03-11
2022-11-28,"DTB3",4.3,2026-03-11,2026-03-11
2022-11-29,"DTB3",4.27,2026-03-11,2026-03-11
2022-11-30,"DTB3",4.27,2026-03-11,2026-03-11
2022-12-01,"DTB3",4.22,2026-03-11,2026-03-11
2022-12-02,"DTB3",4.22,2026-03-11,2026-03-11
2022-12-05,"DTB3",4.27,2026-03-11,2026-03-11
2022-12-06,"DTB3",4.27,2026-03-11,2026-03-11
2022-12-07,"DTB3",4.2,2026-03-11,2026-03-11
2022-12-08,"DTB3",4.17,2026-03-11,2026-03-11
2022-12-09,"DTB3",4.19,2026-03-11,2026-03-11
2022-12-12,"DTB3",4.29,2026-03-11,2026-03-11
2022-12-13,"DTB3",4.26,2026-03-11,2026-03-11
2022-12-14,"DTB3",4.23,2026-03-11,2026-03-11
2022-12-15,"DTB3",4.22,2026-03-11,2026-03-11
2022-12-16,"DTB3",4.2,2026-03-11,2026-03-11
2022-12-19,"DTB3",4.28,2026-03-11,2026-03-11
2022-12-20,"DTB3",4.25,2026-03-11,2026-03-11
2022-12-21,"DTB3",4.22,2026-03-11,2026-03-11
2022-12-22,"DTB3",4.24,2026-03-11,2026-03-11
2022-12-23,"DTB3",4.23,2026-03-11,2026-03-11
2022-12-26,"DTB3",NA,2026-03-11,2026-03-11
2022-12-27,"DTB3",4.35,2026-03-11,2026-03-11
2022-12-28,"DTB3",4.35,2026-03-11,2026-03-11
2022-12-29,"DTB3",4.34,2026-03-11,2026-03-11
2022-12-30,"DTB3",4.3,2026-03-11,2026-03-11
2023-01-02,"DTB3",NA,2026-03-11,2026-03-11
2023-01-03,"DTB3",4.4,2026-03-11,2026-03-11
2023-01-04,"DTB3",4.41,2026-03-11,2026-03-11
2023-01-05,"DTB3",4.51,2026-03-11,2026-03-11
2023-01-06,"DTB3",4.51,2026-03-11,2026-03-11
2023-01-09,"DTB3",4.55,2026-03-11,2026-03-11
2023-01-10,"DTB3",4.57,2026-03-11,2026-03-11
2023-01-11,"DTB3",4.57,2026-03-11,2026-03-11
2023-01-12,"DTB3",4.5,2026-03-11,2026-03-11
2023-01-13,"DTB3",4.51,2026-03-11,2026-03-11
2023-01-16,"DTB3",NA,2026-03-11,2026-03-11
2023-01-17,"DTB3",4.56,2026-03-11,2026-03-11
2023-01-18,"DTB3",4.54,2026-03-11,2026-03-11
2023-01-19,"DTB3",4.55,2026-03-11,2026-03-11
2023-01-20,"DTB3",4.57,2026-03-11,2026-03-11
2023-01-23,"DTB3",4.58,2026-03-11,2026-03-11
2023-01-24,"DTB3",4.57,2026-03-11,2026-03-11
2023-01-25,"DTB3",4.56,2026-03-11,2026-03-11
2023-01-26,"DTB3",4.55,2026-03-11,2026-03-11
2023-01-27,"DTB3",4.57,2026-03-11,2026-03-11
2023-01-30,"DTB3",4.59,2026-03-11,2026-03-11
2023-01-31,"DTB3",4.58,2026-03-11,2026-03-11
2023-02-01,"DTB3",4.54,2026-03-11,2026-03-11
2023-02-02,"DTB3",4.53,2026-03-11,2026-03-11
2023-02-03,"DTB3",4.57,2026-03-11,2026-03-11
2023-02-06,"DTB3",4.59,2026-03-11,2026-03-11
2023-02-07,"DTB3",4.59,2026-03-11,2026-03-11
2023-02-08,"DTB3",4.59,2026-03-11,2026-03-11
2023-02-09,"DTB3",4.64,2026-03-11,2026-03-11
2023-02-10,"DTB3",4.66,2026-03-11,2026-03-11
2023-02-13,"DTB3",4.68,2026-03-11,2026-03-11
2023-02-14,"DTB3",4.67,2026-03-11,2026-03-11
2023-02-15,"DTB3",4.66,2026-03-11,2026-03-11
2023-02-16,"DTB3",4.7,2026-03-11,2026-03-11
2023-02-17,"DTB3",4.7,2026-03-11,2026-03-11
2023-02-20,"DTB3",NA,2026-03-11,2026-03-11
2023-02-21,"DTB3",4.72,2026-03-11,2026-03-11
2023-02-22,"DTB3",4.71,2026-03-11,2026-03-11
2023-02-23,"DTB3",4.71,2026-03-11,2026-03-11
2023-02-24,"DTB3",4.72,2026-03-11,2026-03-11
2023-02-27,"DTB3",4.74,2026-03-11,2026-03-11
2023-02-28,"DTB3",4.72,2026-03-11,2026-03-11
2023-03-01,"DTB3",4.73,2026-03-11,2026-03-11
2023-03-02,"DTB3",4.74,2026-03-11,2026-03-11
2023-03-03,"DTB3",4.74,2026-03-11,2026-03-11
2023-03-06,"DTB3",4.76,2026-03-11,2026-03-11
2023-03-07,"DTB3",4.87,2026-03-11,2026-03-11
2023-03-08,"DTB3",4.89,2026-03-11,2026-03-11
2023-03-09,"DTB3",4.87,2026-03-11,2026-03-11
2023-03-10,"DTB3",4.83,2026-03-11,2026-03-11
2023-03-13,"DTB3",4.7,2026-03-11,2026-03-11
2023-03-14,"DTB3",4.71,2026-03-11,2026-03-11
2023-03-15,"DTB3",4.59,2026-03-11,2026-03-11
2023-03-16,"DTB3",4.57,2026-03-11,2026-03-11
2023-03-17,"DTB3",4.36,2026-03-11,2026-03-11
2023-03-20,"DTB3",4.65,2026-03-11,2026-03-11
2023-03-21,"DTB3",4.62,2026-03-11,2026-03-11
2023-03-22,"DTB3",4.63,2026-03-11,2026-03-11
2023-03-23,"DTB3",4.57,2026-03-11,2026-03-11
2023-03-24,"DTB3",4.57,2026-03-11,2026-03-11
2023-03-27,"DTB3",4.75,2026-03-11,2026-03-11
2023-03-28,"DTB3",4.64,2026-03-11,2026-03-11
2023-03-29,"DTB3",4.64,2026-03-11,2026-03-11
2023-03-30,"DTB3",4.8,2026-03-11,2026-03-11
2023-03-31,"DTB3",4.68,2026-03-11,2026-03-11
2023-04-03,"DTB3",4.77,2026-03-11,2026-03-11
2023-04-04,"DTB3",4.74,2026-03-11,2026-03-11
2023-04-05,"DTB3",4.72,2026-03-11,2026-03-11
2023-04-06,"DTB3",4.77,2026-03-11,2026-03-11
2023-04-07,"DTB3",4.81,2026-03-11,2026-03-11
2023-04-10,"DTB3",4.94,2026-03-11,2026-03-11
2023-04-11,"DTB3",4.89,2026-03-11,2026-03-11
2023-04-12,"DTB3",4.87,2026-03-11,2026-03-11
2023-04-13,"DTB3",4.95,2026-03-11,2026-03-11
2023-04-14,"DTB3",4.98,2026-03-11,2026-03-11
2023-04-17,"DTB3",5.06,2026-03-11,2026-03-11
2023-04-18,"DTB3",5.04,2026-03-11,2026-03-11
2023-04-19,"DTB3",5.01,2026-03-11,2026-03-11
2023-04-20,"DTB3",4.97,2026-03-11,2026-03-11
2023-04-21,"DTB3",4.98,2026-03-11,2026-03-11
2023-04-24,"DTB3",5.04,2026-03-11,2026-03-11
2023-04-25,"DTB3",4.97,2026-03-11,2026-03-11
2023-04-26,"DTB3",5,2026-03-11,2026-03-11
2023-04-27,"DTB3",5.03,2026-03-11,2026-03-11
2023-04-28,"DTB3",4.95,2026-03-11,2026-03-11
2023-05-01,"DTB3",5.1,2026-03-11,2026-03-11
2023-05-02,"DTB3",5.08,2026-03-11,2026-03-11
2023-05-03,"DTB3",5.09,2026-03-11,2026-03-11
2023-05-04,"DTB3",5.1,2026-03-11,2026-03-11
2023-05-05,"DTB3",5.1,2026-03-11,2026-03-11
2023-05-08,"DTB3",5.15,2026-03-11,2026-03-11
2023-05-09,"DTB3",5.13,2026-03-11,2026-03-11
2023-05-10,"DTB3",5.08,2026-03-11,2026-03-11
2023-05-11,"DTB3",5.04,2026-03-11,2026-03-11
2023-05-12,"DTB3",5.08,2026-03-11,2026-03-11
2023-05-15,"DTB3",5.06,2026-03-11,2026-03-11
2023-05-16,"DTB3",5.07,2026-03-11,2026-03-11
2023-05-17,"DTB3",5.1,2026-03-11,2026-03-11
2023-05-18,"DTB3",5.14,2026-03-11,2026-03-11
2023-05-19,"DTB3",5.12,2026-03-11,2026-03-11
2023-05-22,"DTB3",5.24,2026-03-11,2026-03-11
2023-05-23,"DTB3",5.18,2026-03-11,2026-03-11
2023-05-24,"DTB3",5.21,2026-03-11,2026-03-11
2023-05-25,"DTB3",5.21,2026-03-11,2026-03-11
2023-05-26,"DTB3",5.16,2026-03-11,2026-03-11
2023-05-29,"DTB3",NA,2026-03-11,2026-03-11
2023-05-30,"DTB3",5.28,2026-03-11,2026-03-11
2023-05-31,"DTB3",5.26,2026-03-11,2026-03-11
2023-06-01,"DTB3",5.24,2026-03-11,2026-03-11
2023-06-02,"DTB3",5.23,2026-03-11,2026-03-11
2023-06-05,"DTB3",5.2,2026-03-11,2026-03-11
2023-06-06,"DTB3",5.18,2026-03-11,2026-03-11
2023-06-07,"DTB3",5.16,2026-03-11,2026-03-11
2023-06-08,"DTB3",5.12,2026-03-11,2026-03-11
2023-06-09,"DTB3",5.11,2026-03-11,2026-03-11
2023-06-12,"DTB3",5.14,2026-03-11,2026-03-11
2023-06-13,"DTB3",5.11,2026-03-11,2026-03-11
2023-06-14,"DTB3",5.1,2026-03-11,2026-03-11
2023-06-15,"DTB3",5.07,2026-03-11,2026-03-11
2023-06-16,"DTB3",5.09,2026-03-11,2026-03-11
2023-06-19,"DTB3",NA,2026-03-11,2026-03-11
2023-06-20,"DTB3",5.14,2026-03-11,2026-03-11
2023-06-21,"DTB3",5.15,2026-03-11,2026-03-11
2023-06-22,"DTB3",5.15,2026-03-11,2026-03-11
2023-06-23,"DTB3",5.15,2026-03-11,2026-03-11
2023-06-26,"DTB3",5.24,2026-03-11,2026-03-11
2023-06-27,"DTB3",5.19,2026-03-11,2026-03-11
2023-06-28,"DTB3",5.18,2026-03-11,2026-03-11
2023-06-29,"DTB3",5.2,2026-03-11,2026-03-11
2023-06-30,"DTB3",5.17,2026-03-11,2026-03-11
2023-07-03,"DTB3",5.21,2026-03-11,2026-03-11
2023-07-04,"DTB3",NA,2026-03-11,2026-03-11
2023-07-05,"DTB3",5.21,2026-03-11,2026-03-11
2023-07-06,"DTB3",5.23,2026-03-11,2026-03-11
2023-07-07,"DTB3",5.22,2026-03-11,2026-03-11
2023-07-10,"DTB3",5.25,2026-03-11,2026-03-11
2023-07-11,"DTB3",5.25,2026-03-11,2026-03-11
2023-07-12,"DTB3",5.24,2026-03-11,2026-03-11
2023-07-13,"DTB3",5.24,2026-03-11,2026-03-11
2023-07-14,"DTB3",5.25,2026-03-11,2026-03-11
2023-07-17,"DTB3",5.26,2026-03-11,2026-03-11
2023-07-18,"DTB3",5.25,2026-03-11,2026-03-11
2023-07-19,"DTB3",5.26,2026-03-11,2026-03-11
2023-07-20,"DTB3",5.26,2026-03-11,2026-03-11
2023-07-21,"DTB3",5.27,2026-03-11,2026-03-11
2023-07-24,"DTB3",5.28,2026-03-11,2026-03-11
2023-07-25,"DTB3",5.28,2026-03-11,2026-03-11
2023-07-26,"DTB3",5.28,2026-03-11,2026-03-11
2023-07-27,"DTB3",5.28,2026-03-11,2026-03-11
2023-07-28,"DTB3",5.28,2026-03-11,2026-03-11
2023-07-31,"DTB3",5.28,2026-03-11,2026-03-11
2023-08-01,"DTB3",5.27,2026-03-11,2026-03-11
2023-08-02,"DTB3",5.27,2026-03-11,2026-03-11
2023-08-03,"DTB3",5.27,2026-03-11,2026-03-11
2023-08-04,"DTB3",5.28,2026-03-11,2026-03-11
2023-08-07,"DTB3",5.29,2026-03-11,2026-03-11
2023-08-08,"DTB3",5.3,2026-03-11,2026-03-11
2023-08-09,"DTB3",5.28,2026-03-11,2026-03-11
2023-08-10,"DTB3",5.28,2026-03-11,2026-03-11
2023-08-11,"DTB3",5.28,2026-03-11,2026-03-11
2023-08-14,"DTB3",5.29,2026-03-11,2026-03-11
2023-08-15,"DTB3",5.29,2026-03-11,2026-03-11
2023-08-16,"DTB3",5.29,2026-03-11,2026-03-11
2023-08-17,"DTB3",5.29,2026-03-11,2026-03-11
2023-08-18,"DTB3",5.28,2026-03-11,2026-03-11
2023-08-21,"DTB3",5.3,2026-03-11,2026-03-11
2023-08-22,"DTB3",5.3,2026-03-11,2026-03-11
2023-08-23,"DTB3",5.3,2026-03-11,2026-03-11
2023-08-24,"DTB3",5.31,2026-03-11,2026-03-11
2023-08-25,"DTB3",5.34,2026-03-11,2026-03-11
2023-08-28,"DTB3",5.34,2026-03-11,2026-03-11
2023-08-29,"DTB3",5.33,2026-03-11,2026-03-11
2023-08-30,"DTB3",5.32,2026-03-11,2026-03-11
2023-08-31,"DTB3",5.32,2026-03-11,2026-03-11
2023-09-01,"DTB3",5.3,2026-03-11,2026-03-11
2023-09-04,"DTB3",NA,2026-03-11,2026-03-11
2023-09-05,"DTB3",5.32,2026-03-11,2026-03-11
2023-09-06,"DTB3",5.31,2026-03-11,2026-03-11
2023-09-07,"DTB3",5.3,2026-03-11,2026-03-11
2023-09-08,"DTB3",5.31,2026-03-11,2026-03-11
2023-09-11,"DTB3",5.32,2026-03-11,2026-03-11
2023-09-12,"DTB3",5.32,2026-03-11,2026-03-11
2023-09-13,"DTB3",5.31,2026-03-11,2026-03-11
2023-09-14,"DTB3",5.31,2026-03-11,2026-03-11
2023-09-15,"DTB3",5.32,2026-03-11,2026-03-11
2023-09-18,"DTB3",5.31,2026-03-11,2026-03-11
2023-09-19,"DTB3",5.31,2026-03-11,2026-03-11
2023-09-20,"DTB3",5.33,2026-03-11,2026-03-11
2023-09-21,"DTB3",5.33,2026-03-11,2026-03-11
2023-09-22,"DTB3",5.32,2026-03-11,2026-03-11
2023-09-25,"DTB3",5.35,2026-03-11,2026-03-11
2023-09-26,"DTB3",5.34,2026-03-11,2026-03-11
2023-09-27,"DTB3",5.34,2026-03-11,2026-03-11
2023-09-28,"DTB3",5.32,2026-03-11,2026-03-11
2023-09-29,"DTB3",5.32,2026-03-11,2026-03-11
2023-10-02,"DTB3",5.35,2026-03-11,2026-03-11
2023-10-03,"DTB3",5.35,2026-03-11,2026-03-11
2023-10-04,"DTB3",5.34,2026-03-11,2026-03-11
2023-10-05,"DTB3",5.34,2026-03-11,2026-03-11
2023-10-06,"DTB3",5.36,2026-03-11,2026-03-11
2023-10-09,"DTB3",NA,2026-03-11,2026-03-11
2023-10-10,"DTB3",5.34,2026-03-11,2026-03-11
2023-10-11,"DTB3",5.34,2026-03-11,2026-03-11
2023-10-12,"DTB3",5.35,2026-03-11,2026-03-11
2023-10-13,"DTB3",5.35,2026-03-11,2026-03-11
2023-10-16,"DTB3",5.34,2026-03-11,2026-03-11
2023-10-17,"DTB3",5.35,2026-03-11,2026-03-11
2023-10-18,"DTB3",5.34,2026-03-11,2026-03-11
2023-10-19,"DTB3",5.33,2026-03-11,2026-03-11
2023-10-20,"DTB3",5.31,2026-03-11,2026-03-11
2023-10-23,"DTB3",5.32,2026-03-11,2026-03-11
2023-10-24,"DTB3",5.31,2026-03-11,2026-03-11
2023-10-25,"DTB3",5.32,2026-03-11,2026-03-11
2023-10-26,"DTB3",5.32,2026-03-11,2026-03-11
2023-10-27,"DTB3",5.32,2026-03-11,2026-03-11
2023-10-30,"DTB3",5.33,2026-03-11,2026-03-11
2023-10-31,"DTB3",5.33,2026-03-11,2026-03-11
2023-11-01,"DTB3",5.31,2026-03-11,2026-03-11
2023-11-02,"DTB3",5.28,2026-03-11,2026-03-11
2023-11-03,"DTB3",5.27,2026-03-11,2026-03-11
2023-11-06,"DTB3",5.29,2026-03-11,2026-03-11
2023-11-07,"DTB3",5.28,2026-03-11,2026-03-11
2023-11-08,"DTB3",5.28,2026-03-11,2026-03-11
2023-11-09,"DTB3",5.27,2026-03-11,2026-03-11
2023-11-10,"DTB3",5.26,2026-03-11,2026-03-11
2023-11-13,"DTB3",5.28,2026-03-11,2026-03-11
2023-11-14,"DTB3",5.26,2026-03-11,2026-03-11
2023-11-15,"DTB3",5.26,2026-03-11,2026-03-11
2023-11-16,"DTB3",5.25,2026-03-11,2026-03-11
2023-11-17,"DTB3",5.25,2026-03-11,2026-03-11
2023-11-20,"DTB3",5.27,2026-03-11,2026-03-11
2023-11-21,"DTB3",5.26,2026-03-11,2026-03-11
2023-11-22,"DTB3",5.27,2026-03-11,2026-03-11
2023-11-23,"DTB3",NA,2026-03-11,2026-03-11
2023-11-24,"DTB3",5.28,2026-03-11,2026-03-11
2023-11-27,"DTB3",5.28,2026-03-11,2026-03-11
2023-11-28,"DTB3",5.27,2026-03-11,2026-03-11
2023-11-29,"DTB3",5.25,2026-03-11,2026-03-11
2023-11-30,"DTB3",5.25,2026-03-11,2026-03-11
2023-12-01,"DTB3",5.23,2026-03-11,2026-03-11
2023-12-04,"DTB3",5.26,2026-03-11,2026-03-11
2023-12-05,"DTB3",5.25,2026-03-11,2026-03-11
2023-12-06,"DTB3",5.25,2026-03-11,2026-03-11
2023-12-07,"DTB3",5.24,2026-03-11,2026-03-11
2023-12-08,"DTB3",5.24,2026-03-11,2026-03-11
2023-12-11,"DTB3",5.26,2026-03-11,2026-03-11
2023-12-12,"DTB3",5.26,2026-03-11,2026-03-11
2023-12-13,"DTB3",5.24,2026-03-11,2026-03-11
2023-12-14,"DTB3",5.23,2026-03-11,2026-03-11
2023-12-15,"DTB3",5.24,2026-03-11,2026-03-11
2023-12-18,"DTB3",5.26,2026-03-11,2026-03-11
2023-12-19,"DTB3",5.23,2026-03-11,2026-03-11
2023-12-20,"DTB3",5.24,2026-03-11,2026-03-11
2023-12-21,"DTB3",5.22,2026-03-11,2026-03-11
2023-12-22,"DTB3",5.24,2026-03-11,2026-03-11
2023-12-25,"DTB3",NA,2026-03-11,2026-03-11
2023-12-26,"DTB3",5.25,2026-03-11,2026-03-11
2023-12-27,"DTB3",5.24,2026-03-11,2026-03-11
2023-12-28,"DTB3",5.25,2026-03-11,2026-03-11
2023-12-29,"DTB3",5.2,2026-03-11,2026-03-11
2024-01-01,"DTB3",NA,2026-03-11,2026-03-11
2024-01-02,"DTB3",5.22,2026-03-11,2026-03-11
2024-01-03,"DTB3",5.24,2026-03-11,2026-03-11
2024-01-04,"DTB3",5.24,2026-03-11,2026-03-11
2024-01-05,"DTB3",5.24,2026-03-11,2026-03-11
2024-01-08,"DTB3",5.25,2026-03-11,2026-03-11
2024-01-09,"DTB3",5.24,2026-03-11,2026-03-11
2024-01-10,"DTB3",5.23,2026-03-11,2026-03-11
2024-01-11,"DTB3",5.23,2026-03-11,2026-03-11
2024-01-12,"DTB3",5.22,2026-03-11,2026-03-11
2024-01-15,"DTB3",NA,2026-03-11,2026-03-11
2024-01-16,"DTB3",5.22,2026-03-11,2026-03-11
2024-01-17,"DTB3",5.24,2026-03-11,2026-03-11
2024-01-18,"DTB3",5.22,2026-03-11,2026-03-11
2024-01-19,"DTB3",5.22,2026-03-11,2026-03-11
2024-01-22,"DTB3",5.22,2026-03-11,2026-03-11
2024-01-23,"DTB3",5.21,2026-03-11,2026-03-11
2024-01-24,"DTB3",5.21,2026-03-11,2026-03-11
2024-01-25,"DTB3",5.21,2026-03-11,2026-03-11
2024-01-26,"DTB3",5.21,2026-03-11,2026-03-11
2024-01-29,"DTB3",5.22,2026-03-11,2026-03-11
2024-01-30,"DTB3",5.21,2026-03-11,2026-03-11
2024-01-31,"DTB3",5.22,2026-03-11,2026-03-11
2024-02-01,"DTB3",5.22,2026-03-11,2026-03-11
2024-02-02,"DTB3",5.23,2026-03-11,2026-03-11
2024-02-05,"DTB3",5.22,2026-03-11,2026-03-11
2024-02-06,"DTB3",5.23,2026-03-11,2026-03-11
2024-02-07,"DTB3",5.23,2026-03-11,2026-03-11
2024-02-08,"DTB3",5.23,2026-03-11,2026-03-11
2024-02-09,"DTB3",5.24,2026-03-11,2026-03-11
2024-02-12,"DTB3",5.23,2026-03-11,2026-03-11
2024-02-13,"DTB3",5.25,2026-03-11,2026-03-11
2024-02-14,"DTB3",5.23,2026-03-11,2026-03-11
2024-02-15,"DTB3",5.23,2026-03-11,2026-03-11
2024-02-16,"DTB3",5.24,2026-03-11,2026-03-11
2024-02-19,"DTB3",NA,2026-03-11,2026-03-11
2024-02-20,"DTB3",5.24,2026-03-11,2026-03-11
2024-02-21,"DTB3",5.24,2026-03-11,2026-03-11
2024-02-22,"DTB3",5.25,2026-03-11,2026-03-11
2024-02-23,"DTB3",5.26,2026-03-11,2026-03-11
2024-02-26,"DTB3",5.26,2026-03-11,2026-03-11
2024-02-27,"DTB3",5.25,2026-03-11,2026-03-11
2024-02-28,"DTB3",5.24,2026-03-11,2026-03-11
2024-02-29,"DTB3",5.25,2026-03-11,2026-03-11
2024-03-01,"DTB3",5.23,2026-03-11,2026-03-11
2024-03-04,"DTB3",5.24,2026-03-11,2026-03-11
2024-03-05,"DTB3",5.23,2026-03-11,2026-03-11
